991.285	 23	 177	 
988.643	 21	 192	 
990.376	 21	 194	 
1059.483	 21	 192	 
1073.370	 22	 190	 
1030.967	 21	 192	 
1010.077	 21	 193	 
887.415	 22	 190	 
872.987	 20	 197	 
936.845	 21	 193	 
1008.123	 21	 192	 
1000.111	 22	 190	 
1017.862	 21	 193	 
1100.477	 21	 191	 
1024.244	 22	 190	 
1011.123	 23	 175	 
1053.817	 23	 178	 
971.502	 23	 177	 
875.583	 22	 184	 
856.372	 22	 180	 
901.338	 21	 194	 
898.067	 21	 194	 
899.753	 21	 190	 
936.984	 21	 191	 
955.038	 21	 189	 
865.231	 22	 188	 
789.285	 23	 183	 
805.214	 22	 190	 
859.480	 21	 195	 
832.302	 21	 199	 
784.610	 21	 199	 
854.189	 21	 199	 
953.412	 21	 199	 
851.861	 20	 199	 
832.439	 20	 198	 
898.488	 22	 190	 
813.133	 22	 190	 
784.358	 22	 184	 
742.862	 21	 199	 
791.361	 21	 199	 
908.068	 21	 199	 
873.094	 21	 198	 
787.687	 22	 184	 
801.343	 22	 181	 
831.704	 22	 183	 
814.994	 21	 199	 
847.759	 21	 196	 
838.801	 20	 199	 
902.823	 20	 199	 
909.541	 20	 199	 
787.751	 21	 199	 
801.192	 20	 199	 
892.045	 20	 199	 
887.709	 20	 196	 
874.844	 20	 197	 
803.440	 21	 196	 
830.226	 21	 196	 
884.190	 21	 194	 
893.404	 20	 197	 
886.969	 22	 189	 
948.650	 20	 199	 
949.441	 21	 192	 
879.061	 22	 190	 
865.608	 21	 192	 
940.930	 21	 189	 
988.314	 21	 189	 
847.922	 22	 169	 
886.825	 20	 196	 
942.670	 22	 174	 
949.927	 22	 176	 
961.318	 22	 186	 
1005.830	 22	 186	 
1029.449	 22	 184	 
964.909	 22	 183	 
882.251	 22	 177	 
829.328	 22	 173	 
895.386	 22	 183	 
907.523	 22	 187	 
919.194	 22	 179	 
1023.176	 22	 177	 
979.556	 22	 175	 
897.405	 20	 198	 
882.533	 22	 176	 
851.692	 22	 166	 
921.207	 23	 165	 
895.943	 23	 166	 
952.303	 22	 169	 
1008.282	 23	 168	 
986.514	 23	 165	 
929.935	 23	 164	 
897.925	 23	 165	 
938.877	 23	 167	 
953.723	 22	 167	 
923.494	 22	 168	 
931.901	 23	 166	 
1026.217	 22	 167	 
1039.662	 22	 171	 
998.085	 23	 171	 
1071.508	 23	 169	 
1079.119	 23	 171	 
1123.094	 23	 172	 
1089.743	 23	 171	 
1059.955	 23	 169	 
1051.630	 23	 168	 
1070.627	 23	 169	 
1104.372	 22	 170	 
1109.718	 22	 169	 
1130.367	 23	 172	 
1171.031	 22	 170	 
1131.325	 22	 169	 
1129.753	 23	 170	 
1201.473	 23	 171	 
1217.339	 22	 170	 
1273.382	 22	 169	 
1318.628	 23	 167	 
1286.790	 23	 168	 
1259.664	 23	 168	 
1213.832	 23	 168	 
1231.501	 22	 169	 
1208.798	 23	 170	 
1218.859	 22	 173	 
1215.395	 23	 172	 
1118.499	 23	 170	 
1076.129	 23	 169	 
1087.224	 23	 178	 
1123.692	 23	 177	 
1083.213	 22	 172	 
1088.789	 23	 166	 
1103.854	 23	 167	 
1128.002	 22	 176	 
1223.102	 22	 177	 
1261.496	 23	 169	 
1251.253	 22	 170	 
1274.061	 22	 170	 
1269.899	 22	 171	 
1289.848	 22	 169	 
1310.537	 22	 165	 
1300.621	 22	 164	 
1303.023	 23	 165	 
1357.933	 23	 167	 
1312.374	 22	 167	 
1227.544	 22	 169	 
1283.084	 22	 167	 
1406.693	 22	 170	 
1465.137	 22	 172	 
1366.641	 22	 168	 
1362.448	 23	 175	 
1406.607	 22	 173	 
1446.997	 22	 171	 
1412.272	 22	 166	 
1457.051	 22	 165	 
1421.645	 22	 163	 
1424.852	 22	 166	 
1501.405	 22	 169	 
1488.314	 23	 168	 
1470.707	 22	 168	 
1446.218	 22	 167	 
1420.696	 22	 166	 
1420.969	 22	 165	 
1485.717	 22	 166	 
