972.522	 21	 185	 
975.193	 23	 175	 
1030.219	 23	 174	 
1056.077	 23	 173	 
978.676	 23	 172	 
932.898	 23	 171	 
932.619	 22	 182	 
939.507	 22	 181	 
960.361	 23	 176	 
946.078	 23	 174	 
956.772	 22	 180	 
964.941	 22	 180	 
923.637	 21	 198	 
1009.138	 21	 196	 
984.180	 21	 188	 
1034.265	 21	 189	 
1044.465	 21	 191	 
1020.454	 21	 189	 
1051.534	 21	 192	 
1020.187	 21	 192	 
955.180	 22	 189	 
822.765	 22	 191	 
829.813	 21	 199	 
968.892	 20	 199	 
955.411	 21	 199	 
994.112	 21	 196	 
983.069	 21	 196	 
1017.323	 21	 196	 
913.858	 21	 195	 
903.911	 20	 198	 
889.628	 20	 198	 
883.839	 21	 199	 
843.246	 21	 199	 
834.437	 22	 171	 
781.085	 20	 197	 
813.740	 22	 182	 
825.671	 21	 194	 
833.126	 21	 195	 
842.783	 20	 198	 
906.283	 20	 198	 
974.425	 20	 197	 
940.939	 21	 199	 
849.532	 20	 199	 
836.270	 20	 199	 
807.316	 20	 199	 
810.605	 23	 173	 
844.622	 21	 195	 
803.582	 21	 197	 
773.799	 21	 199	 
901.066	 20	 199	 
945.910	 20	 199	 
871.009	 20	 199	 
946.214	 20	 199	 
1004.747	 20	 199	 
969.150	 21	 195	 
894.429	 22	 187	 
897.941	 22	 186	 
886.648	 23	 180	 
823.512	 22	 176	 
850.709	 22	 174	 
860.324	 22	 175	 
899.736	 22	 178	 
873.957	 22	 175	 
859.490	 22	 177	 
875.578	 22	 180	 
959.910	 22	 178	 
913.353	 23	 175	 
905.252	 21	 196	 
842.365	 23	 171	 
895.468	 22	 182	 
917.954	 22	 185	 
905.889	 23	 174	 
868.568	 23	 178	 
920.711	 22	 182	 
980.638	 23	 173	 
991.490	 23	 173	 
1017.133	 23	 177	 
1035.772	 23	 174	 
1053.910	 23	 174	 
1093.865	 23	 174	 
1117.694	 22	 174	 
1093.173	 23	 175	 
1051.301	 23	 175	 
1044.718	 23	 176	 
1062.652	 23	 174	 
1032.030	 23	 173	 
959.418	 23	 172	 
1016.707	 23	 178	 
1085.098	 23	 177	 
997.511	 23	 174	 
1017.209	 22	 190	 
1013.365	 22	 187	 
974.679	 23	 173	 
963.291	 23	 174	 
989.656	 22	 185	 
1047.144	 22	 188	 
1080.415	 21	 189	 
1057.804	 22	 186	 
981.773	 23	 166	 
1021.925	 23	 166	 
1039.666	 21	 199	 
1058.850	 21	 199	 
1021.140	 21	 194	 
1038.135	 21	 192	 
1031.634	 23	 178	 
1086.720	 23	 170	 
1110.134	 23	 169	 
1120.384	 23	 168	 
1122.285	 23	 171	 
1177.222	 23	 170	 
1149.147	 23	 171	 
1169.755	 23	 168	 
1144.947	 23	 169	 
1184.092	 23	 168	 
1188.561	 23	 165	 
1120.585	 23	 162	 
1101.619	 23	 162	 
1083.460	 23	 162	 
1122.111	 23	 163	 
1221.508	 23	 164	 
1291.874	 23	 163	 
1210.862	 23	 163	 
1094.254	 23	 163	 
1187.159	 23	 166	 
1258.314	 23	 165	 
1325.635	 22	 166	 
1385.340	 22	 166	 
1418.741	 23	 165	 
1393.243	 23	 166	 
1319.212	 23	 169	 
1352.783	 22	 172	 
1381.831	 23	 171	 
1425.939	 23	 171	 
1387.068	 23	 170	 
1321.181	 23	 168	 
1310.653	 23	 168	 
1364.091	 23	 168	 
1434.918	 23	 167	 
1469.298	 23	 166	 
1455.446	 23	 166	 
1525.170	 23	 167	 
1570.899	 23	 167	 
1536.900	 23	 166	 
1527.378	 23	 168	 
1552.799	 23	 168	 
1602.831	 23	 166	 
1663.980	 23	 166	 
1672.293	 22	 166	 
1591.085	 23	 166	 
1560.817	 23	 168	 
1663.692	 22	 169	 
1575.291	 22	 170	 
1552.132	 22	 172	 
1573.750	 23	 171	 
1463.273	 23	 168	 
1435.878	 23	 164	 
1417.489	 23	 162	 
1393.916	 23	 167	 
1449.841	 23	 169	 
1456.909	 23	 169	 
1471.958	 23	 169	 
1510.732	 23	 171	 
1589.519	 23	 173	 
1632.184	 23	 171	 
1664.742	 23	 169	 
1692.969	 23	 167	 
1657.387	 23	 167	 
1576.436	 23	 168	 
1539.323	 22	 168	 
1441.356	 23	 171	 
1494.825	 22	 173	 
1431.313	 22	 173	 
1386.379	 22	 174	 
1489.253	 22	 174	 
1488.828	 23	 171	 
1404.784	 23	 172	 
1381.278	 22	 172	 
1440.287	 22	 171	 
1428.450	 22	 171	 
1358.425	 22	 170	 
1241.522	 22	 177	 
1277.374	 22	 178	 
1222.995	 22	 181	 
1204.330	 22	 169	 
1197.735	 22	 171	 
1225.006	 22	 174	 
1265.258	 23	 174	 
1329.649	 22	 171	 
1441.109	 22	 170	 
1542.951	 22	 169	 
1560.034	 22	 169	 
1514.002	 22	 169	 
1482.577	 22	 173	 
1565.258	 22	 175	 
1609.051	 22	 174	 
1560.019	 22	 174	 
1580.856	 22	 172	 
1590.178	 22	 173	 
1575.498	 22	 175	 
1485.948	 22	 176	 
1467.833	 22	 172	 
1368.616	 22	 173	 
1259.064	 22	 176	 
1250.868	 22	 175	 
1273.665	 22	 168	 
1233.822	 22	 168	 
1275.560	 22	 166	 
1402.140	 22	 167	 
1427.608	 22	 166	 
1462.453	 22	 166	 
1514.978	 22	 166	 
1534.777	 22	 167	 
1494.927	 22	 168	 
1383.486	 22	 169	 
1411.416	 21	 167	 
1485.556	 21	 166	 
1458.563	 21	 166	 
1346.487	 21	 167	 
1373.372	 22	 168	 
1346.555	 22	 170	 
1233.872	 22	 170	 
1213.579	 22	 171	 
1349.001	 22	 175	 
1478.500	 21	 174	 
1450.090	 22	 173	 
1457.740	 22	 173	 
1443.914	 22	 171	 
1523.415	 22	 170	 
1578.577	 21	 170	 
1557.066	 21	 170	 
1459.371	 21	 169	 
1408.399	 22	 168	 
1416.366	 22	 171	 
1394.560	 22	 169	 
1390.183	 22	 170	 
1359.501	 22	 170	 
1324.784	 22	 169	 
1393.708	 22	 171	 
1392.081	 22	 169	 
1388.853	 22	 165	 
1378.441	 22	 171	 
1448.412	 21	 169	 
1436.113	 21	 169	 
1448.006	 22	 168	 
1521.915	 22	 170	 
1432.704	 22	 169	 
1336.541	 22	 170	 
1335.363	 22	 169	 
1327.667	 22	 168	 
1361.228	 22	 167	 
1365.310	 22	 168	 
1406.380	 22	 168	 
1401.741	 22	 168	 
1431.563	 21	 169	 
1475.958	 21	 167	 
